draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
20,5,455114, 1,0.05872,0.8565,0.18584, 91964,15592,107555,43938,70196,80539, 91009,0.4459,0.07559,0.5214,0.8551,0.6767,0.7100,0.6051,0.5718,0.5417,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,0,0,1,1.121
22,1,445670, 1,0.04939,0.8657,0.18130, 82665,17049, 99714,41357,65864,75807, 86291,0.4266,0.08798,0.5146,0.8290,0.6665,0.7068,0.6022,0.5681,0.5361,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.3,-0.1, 0.1, 0.1,1,0,2,1.101
22,2,457507, 1,0.04939,0.8657,0.06505, 80334,16922, 97256,41772,68098,77639, 90153,0.4095,0.08626,0.4958,0.8260,0.6579,0.6995,0.5882,0.5561,0.5190,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.3,-0.1, 0.1, 0.1,1,0,2,1.101
22,3,415653, 1,0.04939,0.8657,0.12279, 95539,14087,109626,42322,68493,78686, 89049,0.4633,0.06831,0.5316,0.8715,0.6930,0.7215,0.6155,0.5821,0.5518,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.3,-0.1, 0.1, 0.1,1,0,2,1.101
22,4,444505, 1,0.04939,0.8657,0.23372, 87068,15525,102593,43536,69563,80001, 91679,0.4296,0.07660,0.5062,0.8487,0.6667,0.7021,0.5959,0.5619,0.5281,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.3,-0.1, 0.1, 0.1,1,0,2,1.101
22,5,422908, 1,0.04939,0.8657,0.04901, 84960,14910, 99870,41386,66337,77934, 89194,0.4320,0.07581,0.5078,0.8508,0.6724,0.7070,0.6009,0.5617,0.5282,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.3,-0.1, 0.1, 0.1,1,0,2,1.101
24,1,427326, 1,0.06363,0.8194,0.04641, 86169,15563,101732,41385,66961,78419, 89776,0.4325,0.07812,0.5106,0.8471,0.6756,0.7108,0.6031,0.5647,0.5312,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,0,0,3,1.131
24,2,411235, 1,0.06363,0.8194,0.13382, 94330,13435,107765,42323,67868,78200, 88467,0.4631,0.06595,0.5290,0.8754,0.6903,0.7180,0.6136,0.5795,0.5492,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,0,0,3,1.131
24,3,465070, 1,0.06363,0.8194,0.17393, 86174,17008,103182,44827,71785,82351, 94816,0.4162,0.08214,0.4983,0.8352,0.6578,0.6971,0.5897,0.5561,0.5211,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,0,0,3,1.131
24,4,431373, 1,0.06363,0.8194,0.07427, 74272,17063, 91335,38469,63206,72321, 84109,0.4045,0.09293,0.4974,0.8132,0.6588,0.7036,0.5910,0.5581,0.5206,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,0,0,3,1.131
24,5,451239, 1,0.06363,0.8194,0.13259, 89621,15425,105046,43369,68535,78776, 89198,0.4438,0.07638,0.5201,0.8532,0.6739,0.7078,0.6052,0.5715,0.5408,5,5,5,5,5,-0.1564,-0.08481,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,0,0,3,1.131
38,1,464573, 1,0.06249,0.8333,0.16296, 94431,15920,110352,44875,71511,82100, 92897,0.4473,0.07541,0.5227,0.8558,0.6779,0.7109,0.6068,0.5734,0.5429,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.111
38,2,420361, 1,0.06249,0.8333,0.11014, 96434,14248,110682,42772,69223,79524, 90013,0.4629,0.06839,0.5313,0.8713,0.6928,0.7213,0.6152,0.5819,0.5515,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.111
38,3,436078, 1,0.06249,0.8333,0.06499, 74605,17326, 91931,39081,64403,73610, 85474,0.4018,0.09331,0.4951,0.8115,0.6562,0.7017,0.5880,0.5553,0.5182,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.111
38,4,447031, 1,0.06249,0.8333,0.15780, 81030,16250, 97280,42709,67612,77737, 89752,0.4138,0.08298,0.4968,0.8330,0.6549,0.6949,0.5900,0.5558,0.5201,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.111
38,5,418200, 1,0.06249,0.8333,0.05028, 84065,14749, 98814,40937,65606,77096, 88230,0.4320,0.07580,0.5078,0.8508,0.6725,0.7071,0.6010,0.5617,0.5283,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.111
44,1,414112, 1,0.05758,0.8241,0.10774, 87649,16341,103990,39958,61990,71675, 81919,0.4522,0.08430,0.5365,0.8429,0.6869,0.7224,0.6265,0.5920,0.5594,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
44,2,462424, 1,0.05758,0.8241,0.14759,104918,15424,120342,46241,74639,87389, 98794,0.4615,0.06784,0.5293,0.8719,0.6941,0.7224,0.6172,0.5793,0.5492,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
44,3,450060, 1,0.05758,0.8241,0.05478, 77241,17759, 95000,40126,66035,75628, 87744,0.4038,0.09283,0.4966,0.8131,0.6581,0.7031,0.5899,0.5568,0.5199,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
44,4,430446, 1,0.05758,0.8241,0.03867, 85247,15552,100799,42536,68576,78798, 90377,0.4281,0.07810,0.5062,0.8458,0.6671,0.7033,0.5951,0.5612,0.5273,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
44,5,429201, 1,0.05758,0.8241,0.22746, 75511,13418, 88929,41513,67115,76578, 87532,0.4105,0.07295,0.4835,0.8491,0.6453,0.6818,0.5699,0.5373,0.5040,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
46,1,414112, 1,0.05758,0.8241,0.10774, 87649,16341,103990,39958,61990,71675, 81919,0.4522,0.08430,0.5365,0.8429,0.6869,0.7224,0.6265,0.5920,0.5594,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
46,2,462424, 1,0.05758,0.8241,0.14759,104918,15424,120342,46241,74639,87389, 98794,0.4615,0.06784,0.5293,0.8719,0.6941,0.7224,0.6172,0.5793,0.5492,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
46,3,450060, 1,0.05758,0.8241,0.05478, 77241,17759, 95000,40126,66035,75628, 87744,0.4038,0.09283,0.4966,0.8131,0.6581,0.7031,0.5899,0.5568,0.5199,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
46,4,430446, 1,0.05758,0.8241,0.03867, 85247,15552,100799,42536,68576,78798, 90377,0.4281,0.07810,0.5062,0.8458,0.6671,0.7033,0.5951,0.5612,0.5273,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
46,5,429201, 1,0.05758,0.8241,0.22746, 75511,13418, 88929,41513,67115,76578, 87532,0.4105,0.07295,0.4835,0.8491,0.6453,0.6818,0.5699,0.5373,0.5040,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
47,1,414112, 1,0.05758,0.8241,0.10774, 87649,16341,103990,39958,61990,71675, 81919,0.4522,0.08430,0.5365,0.8429,0.6869,0.7224,0.6265,0.5920,0.5594,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
47,2,462424, 1,0.05758,0.8241,0.14759,104918,15424,120342,46241,74639,87389, 98794,0.4615,0.06784,0.5293,0.8719,0.6941,0.7224,0.6172,0.5793,0.5492,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
47,3,450060, 1,0.05758,0.8241,0.05478, 77241,17759, 95000,40126,66035,75628, 87744,0.4038,0.09283,0.4966,0.8131,0.6581,0.7031,0.5899,0.5568,0.5199,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
47,4,430446, 1,0.05758,0.8241,0.03867, 85247,15552,100799,42536,68576,78798, 90377,0.4281,0.07810,0.5062,0.8458,0.6671,0.7033,0.5951,0.5612,0.5273,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
47,5,429201, 1,0.05758,0.8241,0.22746, 75511,13418, 88929,41513,67115,76578, 87532,0.4105,0.07295,0.4835,0.8491,0.6453,0.6818,0.5699,0.5373,0.5040,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1, 0.1, 0.1, 0.1,0,0,3,1.117
50,1,455599, 1,0.06776,0.8565,0.16107, 85942,17416,103358,42562,67709,77866, 88515,0.4302,0.08717,0.5173,0.8315,0.6688,0.7083,0.6042,0.5703,0.5387,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.122
50,2,457507, 1,0.06776,0.8565,0.06505, 80334,16922, 97256,41772,68098,77639, 90153,0.4095,0.08626,0.4958,0.8260,0.6579,0.6995,0.5882,0.5561,0.5190,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.122
50,3,411574, 1,0.06776,0.8565,0.14038, 94764,13947,108711,41933,67859,77961, 88214,0.4636,0.06823,0.5318,0.8717,0.6932,0.7216,0.6157,0.5824,0.5520,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.122
50,4,453942, 1,0.06776,0.8565,0.15265, 87471,15822,103293,44178,70725,81388, 93421,0.4260,0.07706,0.5031,0.8469,0.6645,0.7005,0.5936,0.5593,0.5251,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.122
50,5,407621, 1,0.06776,0.8565,0.04597, 82055,14387, 96442,39928,63964,75214, 86063,0.4322,0.07578,0.5080,0.8509,0.6727,0.7072,0.6012,0.5618,0.5284,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,2,1.122
52,1,464856, 1,0.06314,0.8287,0.04127, 94949,16975,111924,45728,73584,86230, 98636,0.4334,0.07749,0.5109,0.8484,0.6750,0.7100,0.6033,0.5648,0.5316,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,4,1.120
52,2,432682, 1,0.06314,0.8287,0.06959,100153,15049,115202,43232,69947,80282, 90836,0.4682,0.07035,0.5385,0.8694,0.6985,0.7271,0.6222,0.5893,0.5591,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,4,1.120
52,3,432033, 1,0.06314,0.8287,0.10366, 79335,15660, 94995,41207,66047,75822, 87374,0.4159,0.08209,0.4979,0.8352,0.6582,0.6975,0.5899,0.5561,0.5209,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,4,1.120
52,4,441529, 1,0.06314,0.8287,0.13941, 79340,14928, 94268,41214,67113,76698, 88662,0.4153,0.07813,0.4934,0.8417,0.6581,0.6958,0.5841,0.5514,0.5153,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,4,1.120
52,5,415143, 1,0.06314,0.8287,0.14178, 76789,15881, 92670,38993,61663,71035, 80857,0.4249,0.08788,0.5128,0.8286,0.6632,0.7039,0.6005,0.5661,0.5340,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,4,1.120
53,1,428603, 1,0.06667,0.8426,0.07675, 99378,14909,114287,42843,69314,79557, 90001,0.4686,0.07030,0.5389,0.8696,0.6988,0.7274,0.6225,0.5896,0.5594,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,1,0,4,1.130
53,2,450561, 1,0.06667,0.8426,0.03981, 92007,16395,108403,44316,71362,83642, 95655,0.4334,0.07724,0.5107,0.8488,0.6749,0.7098,0.6030,0.5645,0.5312,5,5,5,5,5,-0.1564,-0.08482,-0.2986,-0.3677,-0.4344,-0.1,-0.1,-0.1, 0.1, 0.1,1,0,4,1.130
