draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,mun_split,gun_split,koiki_split,max_to_min
24,3,304655, 1,0.3217,0.8036,0.04949,47888,13820, 61708,18112,30455,40856,50203,0.4079,0.1177,0.5257,0.7761,0.7256,0.7731,0.6696,0.6017,0.5514,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1, 0.1,-0.1,1,0,1,1.698
24,4,371635, 1,0.3217,0.8036,0.33562,58390,19046, 77437,21500,35521,45521,58768,0.4080,0.1331,0.5410,0.7541,0.7309,0.7827,0.6856,0.6298,0.5685,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1, 0.1,-0.1,1,0,1,1.698
24,5,295073, 1,0.3217,0.8036,0.11800,45578,13223, 58800,18305,29486,38932,48122,0.4054,0.1176,0.5230,0.7751,0.7135,0.7626,0.6660,0.6017,0.5499,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1, 0.1,-0.1,1,0,1,1.698
27,1,466299, 1,0.3130,0.7976,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
27,2,497830, 1,0.3130,0.7976,0.04479,74655,22168, 96822,29885,49047,65541,80996,0.3993,0.1186,0.5179,0.7711,0.7142,0.7642,0.6638,0.5963,0.5445,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
27,3,296267, 1,0.3130,0.7976,0.14768,44128,15637, 59765,14773,27623,34577,43854,0.4038,0.1431,0.5468,0.7384,0.7492,0.8018,0.6839,0.6335,0.5768,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
27,4,337118, 1,0.3130,0.7976,0.13244,57116,15673, 72789,23540,36841,46984,58111,0.4172,0.1145,0.5317,0.7847,0.7082,0.7557,0.6640,0.6077,0.5561,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
27,5,298224, 1,0.3130,0.7976,0.38085,45901,15415, 61316,16597,27712,35145,45624,0.4078,0.1370,0.5448,0.7486,0.7345,0.7870,0.6887,0.6357,0.5734,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
28,1,466299, 1,0.3130,0.7976,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
28,2,497830, 1,0.3130,0.7976,0.04479,74655,22168, 96822,29885,49047,65541,80996,0.3993,0.1186,0.5179,0.7711,0.7142,0.7642,0.6638,0.5963,0.5445,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
28,3,296267, 1,0.3130,0.7976,0.14768,44128,15637, 59765,14773,27623,34577,43854,0.4038,0.1431,0.5468,0.7384,0.7492,0.8018,0.6839,0.6335,0.5768,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
28,4,337118, 1,0.3130,0.7976,0.13244,57116,15673, 72789,23540,36841,46984,58111,0.4172,0.1145,0.5317,0.7847,0.7082,0.7557,0.6640,0.6077,0.5561,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
28,5,298224, 1,0.3130,0.7976,0.38085,45901,15415, 61316,16597,27712,35145,45624,0.4078,0.1370,0.5448,0.7486,0.7345,0.7870,0.6887,0.6357,0.5734,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1, 0.1,-0.1,2,0,0,1.680
31,1,501123, 1,0.3217,0.7798,0.25996,70154,19904, 90058,31146,50635,67178,85613,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.774
31,2,283099, 1,0.3217,0.7798,0.06802,41491,12419, 53911,17913,29150,38006,47232,0.3895,0.1166,0.5061,0.7697,0.6985,0.7506,0.6491,0.5865,0.5330,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.774
31,3,405481, 1,0.3217,0.7798,0.13799,61067,20753, 81820,20755,38068,48238,60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.774
31,4,423578, 1,0.3217,0.7798,0.20594,66866,21296, 88162,26338,42458,52664,66259,0.4125,0.1314,0.5439,0.7585,0.7174,0.7700,0.6750,0.6260,0.5709,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.774
31,5,282457, 1,0.3217,0.7798,0.13698,47499,13041, 60540,17624,28030,38671,48616,0.4156,0.1141,0.5297,0.7847,0.7294,0.7746,0.6836,0.6102,0.5546,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.774
34,1,374431, 1,0.3138,0.7857,0.11696,62918,17843, 80761,22437,36243,48144,60692,0.4244,0.1204,0.5448,0.7791,0.7372,0.7826,0.6903,0.6265,0.5710,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
34,2,466299, 1,0.3138,0.7857,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
34,3,273767, 1,0.3138,0.7857,0.12189,41405,13733, 55138,17131,28012,35786,45223,0.3926,0.1302,0.5228,0.7510,0.7074,0.7630,0.6631,0.6064,0.5494,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
34,4,283099, 1,0.3138,0.7857,0.06802,41491,12419, 53911,17913,29150,38006,47232,0.3895,0.1166,0.5061,0.7697,0.6985,0.7506,0.6491,0.5865,0.5330,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
34,5,498142, 1,0.3138,0.7857,0.11078,75984,24898,100883,27314,47819,60310,75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
36,1,374431, 1,0.3138,0.7857,0.11696,62918,17843, 80761,22437,36243,48144,60692,0.4244,0.1204,0.5448,0.7791,0.7372,0.7826,0.6903,0.6265,0.5710,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
36,2,466299, 1,0.3138,0.7857,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
36,3,273767, 1,0.3138,0.7857,0.12189,41405,13733, 55138,17131,28012,35786,45223,0.3926,0.1302,0.5228,0.7510,0.7074,0.7630,0.6631,0.6064,0.5494,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
36,4,283099, 1,0.3138,0.7857,0.06802,41491,12419, 53911,17913,29150,38006,47232,0.3895,0.1166,0.5061,0.7697,0.6985,0.7506,0.6491,0.5865,0.5330,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
36,5,498142, 1,0.3138,0.7857,0.11078,75984,24898,100883,27314,47819,60310,75438,0.4097,0.1342,0.5439,0.7532,0.7356,0.7870,0.6784,0.6259,0.5722,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,1,0,1,1.820
49,1,345059, 1,0.3283,0.8095,0.08298,53139,15451, 68589,21325,34276,46308,57192,0.4019,0.1169,0.5187,0.7748,0.7136,0.7629,0.6668,0.5970,0.5453,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3,-0.1,-0.1,2,0,1,1.831
49,2,406459, 1,0.3283,0.8095,0.29379,63266,20430, 83695,23665,39040,50190,64718,0.4054,0.1309,0.5364,0.7560,0.7278,0.7796,0.6819,0.6251,0.5639,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3,-0.1,-0.1,2,0,1,1.831
49,3,423252, 1,0.3283,0.8095,0.18748,65067,21421, 86488,24712,42243,52269,65542,0.4071,0.1340,0.5411,0.7523,0.7247,0.7778,0.6719,0.6233,0.5689,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3,-0.1,-0.1,2,0,1,1.831
49,4,466299, 1,0.3283,0.8095,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3,-0.1,-0.1,2,0,1,1.831
49,5,254669, 1,0.3283,0.8095,0.06514,40327,11592, 51919,15093,25665,33480,41133,0.4132,0.1188,0.5319,0.7768,0.7277,0.7748,0.6692,0.6080,0.5580,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3,-0.1,-0.1,2,0,1,1.831
59,1,501123, 1,0.3217,0.8036,0.25996,70154,19904, 90058,31146,50635,67178,85613,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,2,0,1,1.863
59,2,268952, 1,0.3217,0.8036,0.13494,46951,12878, 59829,16412,26682,34409,42765,0.4368,0.1198,0.5566,0.7848,0.7410,0.7848,0.6916,0.6349,0.5832,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,2,0,1,1.863
59,3,448933, 1,0.3217,0.8036,0.04110,66778,20240, 87019,26981,44728,59429,73366,0.3961,0.1201,0.5162,0.7674,0.7123,0.7633,0.6605,0.5942,0.5426,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,2,0,1,1.863
59,4,406610, 1,0.3217,0.8036,0.16968,63122,19979, 83101,25897,41173,52434,66642,0.4017,0.1272,0.5289,0.7596,0.7091,0.7624,0.6687,0.6131,0.5550,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,2,0,1,1.863
59,5,270120, 1,0.3217,0.8036,0.21558,40072,14412, 54484,13340,25123,31306,39862,0.4024,0.1447,0.5472,0.7355,0.7502,0.8033,0.6844,0.6351,0.5775,5,5,5,5,5,-0.06764,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1, 0.1,-0.1,-0.1,2,0,1,1.863
80,1,346427, 1,0.2648,0.7917,0.20124,52453,17791, 70244,19003,33310,41333,52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
80,2,278740, 1,0.2648,0.7917,0.31230,43922,14915, 58837,15703,26412,32870,42039,0.4141,0.1406,0.5547,0.7465,0.7367,0.7894,0.6902,0.6416,0.5833,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
80,3,359827, 1,0.2648,0.7917,0.09601,59053,16278, 75331,23266,36869,49769,62231,0.4099,0.1130,0.5229,0.7840,0.7174,0.7641,0.6714,0.6022,0.5476,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
80,4,434814, 1,0.2648,0.7917,0.05684,65023,19526, 84549,26224,43660,56983,70396,0.3992,0.1199,0.5190,0.7691,0.7126,0.7633,0.6595,0.5974,0.5457,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
80,5,475930, 1,0.2648,0.7917,0.18707,66627,18904, 85531,29581,48089,63801,81309,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
82,1,346427, 1,0.2648,0.7917,0.20124,52453,17791, 70244,19003,33310,41333,52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
82,2,278740, 1,0.2648,0.7917,0.31230,43922,14915, 58837,15703,26412,32870,42039,0.4141,0.1406,0.5547,0.7465,0.7367,0.7894,0.6902,0.6416,0.5833,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
82,3,359827, 1,0.2648,0.7917,0.09601,59053,16278, 75331,23266,36869,49769,62231,0.4099,0.1130,0.5229,0.7840,0.7174,0.7641,0.6714,0.6022,0.5476,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
82,4,434814, 1,0.2648,0.7917,0.05684,65023,19526, 84549,26224,43660,56983,70396,0.3992,0.1199,0.5190,0.7691,0.7126,0.7633,0.6595,0.5974,0.5457,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
82,5,475930, 1,0.2648,0.7917,0.18707,66627,18904, 85531,29581,48089,63801,81309,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1, 0.1,1,0,0,1.707
87,1,254092, 1,0.3298,0.8393,0.38299,39334,13522, 52856,14070,23773,29655,38082,0.4108,0.1412,0.5520,0.7442,0.7366,0.7898,0.6898,0.6406,0.5812,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1,-0.1,1,0,0,1.835
87,2,346427, 1,0.3298,0.8393,0.20124,52453,17791, 70244,19003,33310,41333,52275,0.4063,0.1378,0.5442,0.7467,0.7341,0.7871,0.6783,0.6296,0.5733,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1,-0.1,1,0,0,1.835
87,3,363633, 1,0.3298,0.8393,0.11885,60697,16573, 77270,23846,37849,49783,62366,0.4152,0.1134,0.5285,0.7856,0.7180,0.7642,0.6712,0.6082,0.5534,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1,-0.1,1,0,0,1.835
87,4,465287, 1,0.3298,0.8393,0.04706,69315,21006, 90321,27877,46292,61475,75863,0.3968,0.1203,0.5171,0.7675,0.7132,0.7642,0.6612,0.5950,0.5435,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1,-0.1,1,0,0,1.835
87,5,466299, 1,0.3298,0.8393,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06764,0.03399,-0.1692,-0.2905,-0.403, 0.1, 0.1,-0.1, 0.1,-0.1,1,0,0,1.835
92,1,465856, 1,0.3283,0.8155,0.26526,75485,23314, 98798,27870,45870,59120,75558,0.4122,0.1273,0.5395,0.7641,0.7304,0.7800,0.6830,0.6256,0.5667,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,2,0,1,1.831
92,2,285662, 1,0.3283,0.8155,0.07550,40920,12566, 53486,17120,27447,37378,46352,0.3892,0.1195,0.5087,0.7651,0.7050,0.7575,0.6609,0.5886,0.5357,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,2,0,1,1.831
92,3,466299, 1,0.3283,0.8155,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,2,0,1,1.831
92,4,423252, 1,0.3283,0.8155,0.18748,65067,21421, 86488,24712,42243,52269,65542,0.4071,0.1340,0.5411,0.7523,0.7247,0.7778,0.6719,0.6233,0.5689,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,2,0,1,1.831
92,5,254669, 1,0.3283,0.8155,0.06514,40327,11592, 51919,15093,25665,33480,41133,0.4132,0.1188,0.5319,0.7768,0.7277,0.7748,0.6692,0.6080,0.5580,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,2,0,1,1.831
97,1,295073, 1,0.2299,0.8155,0.11800,45578,13223, 58800,18305,29486,38932,48122,0.4054,0.1176,0.5230,0.7751,0.7135,0.7626,0.6660,0.6017,0.5499,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3, 0.1,-0.3,1,0,1,1.580
97,2,466299, 1,0.2299,0.8155,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3, 0.1,-0.3,1,0,1,1.580
97,3,304655, 1,0.2299,0.8155,0.04949,47888,13820, 61708,18112,30455,40856,50203,0.4079,0.1177,0.5257,0.7761,0.7256,0.7731,0.6696,0.6017,0.5514,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3, 0.1,-0.3,1,0,1,1.580
97,4,406459, 1,0.2299,0.8155,0.29379,63266,20430, 83695,23665,39040,50190,64718,0.4054,0.1309,0.5364,0.7560,0.7278,0.7796,0.6819,0.6251,0.5639,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3, 0.1,-0.3,1,0,1,1.580
97,5,423252, 1,0.2299,0.8155,0.18748,65067,21421, 86488,24712,42243,52269,65542,0.4071,0.1340,0.5411,0.7523,0.7247,0.7778,0.6719,0.6233,0.5689,5,5,5,5,5,-0.06765,0.03398,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.3, 0.1,-0.3,1,0,1,1.580
105,1,466299, 1,0.2435,0.8036,0.19787,65279,18521, 83800,28982,47116,62510,79663,0.3775,0.1071,0.4846,0.7790,0.6925,0.7430,0.6401,0.5728,0.5127,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.626
105,2,313572, 1,0.2435,0.8036,0.05306,45784,13899, 59683,19566,31783,42498,52700,0.3871,0.1175,0.5046,0.7671,0.7006,0.7531,0.6525,0.5841,0.5311,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.626
105,3,405481, 1,0.2435,0.8036,0.13799,61067,20753, 81820,20755,38068,48238,60529,0.4074,0.1385,0.5459,0.7464,0.7464,0.7977,0.6825,0.6291,0.5748,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.626
105,4,423578, 1,0.2435,0.8036,0.20594,66866,21296, 88162,26338,42458,52664,66259,0.4125,0.1314,0.5439,0.7585,0.7174,0.7700,0.6750,0.6260,0.5709,5,5,5,5,5,-0.06765,0.03399,-0.1692,-0.2905,-0.403,-0.1,-0.1,-0.1,-0.1,-0.1,1,0,0,1.626
