draw,district,total_pop,chain,plan_dev,comp_edge,comp_polsby,nv_ldp,nv_komei,nv_ruling,nv_cdp,nv_opp_coalition_4,nv_opp_coalition_5,nv_opp_all,ldp_share,komei_share,ruling_share,ldp_v_komei,ldp_v_cdp,ruling_v_cdp,ruling_v_opp_coalition_4,ruling_v_opp_coalition_5,ruling_v_opp_all,seats_ldp_v_cdp,seats_ruling_v_cdp,seats_ruling_v_opp_coalition_4,seats_ruling_v_opp_coalition_5,seats_ruling_v_opp_all,egap_ldp_v_cdp,egap_ruling_v_cdp,egap_ruling_v_opp_coalition_4,egap_ruling_v_opp_coalition_5,egap_ruling_v_opp_all,pbias_ldp_v_cdp,pbias_ruling_v_cdp,pbias_ruling_v_opp_coalition_4,pbias_ruling_v_opp_coalition_5,pbias_ruling_v_opp_all,max_to_min,gun_split,num_mun_split,mun_split,multi,koiki_split,valid
5228, 7,350890, 1,0.3162,0.9195,0.22109, 59465,23357, 82821,38202, 60850, 69132, 78975,0.3506,0.13769,0.4882,0.7180,0.6089,0.6844,0.5765,0.5451,0.5119,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5228, 8,470840, 1,0.3162,0.9195,0.34166, 72694,24803, 97497,45927, 80422, 93049,111432,0.3274,0.11169,0.4390,0.7456,0.6128,0.6798,0.5480,0.5117,0.4667,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5228, 9,477525, 1,0.3162,0.9195,0.14400, 67091,27280, 94371,41389, 71619, 85046, 97943,0.3311,0.13464,0.4658,0.7110,0.6185,0.6952,0.5685,0.5260,0.4907,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5228,10,430584, 1,0.3162,0.9195,0.38178, 55106,21953, 77059,35061, 68133, 78962, 94521,0.3012,0.11999,0.4212,0.7153,0.6112,0.6874,0.5308,0.4939,0.4491,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5228,11,423930, 1,0.3162,0.9195,0.12617, 63814,25110, 88924,44069, 77483, 87916,102038,0.3176,0.12495,0.4425,0.7178,0.5916,0.6687,0.5344,0.5028,0.4656,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5228,12,411214, 1,0.3162,0.9195,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 1,295752, 1,0.3162,0.9195,0.07977, 48350,17723, 66073,27095, 47342, 54051, 63592,0.3533,0.12950,0.4828,0.7321,0.6411,0.7094,0.5826,0.5501,0.5096,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 2,377312, 1,0.3162,0.9195,0.17363, 55696,14398, 70094,35623, 64111, 74147, 90011,0.3251,0.08404,0.4091,0.7947,0.6100,0.6631,0.5223,0.4859,0.4378,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 3,393144, 1,0.3162,0.9195,0.34092, 65610,17233, 82842,40730, 66686, 75027, 91703,0.3576,0.09393,0.4516,0.7921,0.6170,0.6704,0.5540,0.5248,0.4746,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 4,563015, 1,0.3162,0.9195,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 5,516413, 1,0.3162,0.9195,0.23893, 71720,28937,100657,52730, 92795,106461,124581,0.2998,0.12097,0.4208,0.7127,0.5764,0.6563,0.5203,0.4860,0.4469,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 6,479670, 1,0.3162,0.9195,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 7,350890, 1,0.3162,0.9195,0.22109, 59465,23357, 82821,38202, 60850, 69132, 78975,0.3506,0.13769,0.4882,0.7180,0.6089,0.6844,0.5765,0.5451,0.5119,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 8,470840, 1,0.3162,0.9195,0.34166, 72694,24803, 97497,45927, 80422, 93049,111432,0.3274,0.11169,0.4390,0.7456,0.6128,0.6798,0.5480,0.5117,0.4667,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234, 9,477525, 1,0.3162,0.9195,0.14400, 67091,27280, 94371,41389, 71619, 85046, 97943,0.3311,0.13464,0.4658,0.7110,0.6185,0.6952,0.5685,0.5260,0.4907,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234,10,430584, 1,0.3162,0.9195,0.38178, 55106,21953, 77059,35061, 68133, 78962, 94521,0.3012,0.11999,0.4212,0.7153,0.6112,0.6874,0.5308,0.4939,0.4491,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234,11,423930, 1,0.3162,0.9195,0.12617, 63814,25110, 88924,44069, 77483, 87916,102038,0.3176,0.12495,0.4425,0.7178,0.5916,0.6687,0.5344,0.5028,0.4656,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5234,12,411214, 1,0.3162,0.9195,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2117428,0.21895, 0.16667, 0.08333, 0.00000,-0.08333, 0.00000,1.904,1,2,2,0,2,TRUE
5277, 1,330729, 1,0.3017,0.9145,0.37082, 53288,13548, 66835,34396, 56061, 62772, 77358,0.3514,0.08934,0.4408,0.7974,0.6077,0.6603,0.5438,0.5157,0.4635,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 2,563015, 1,0.3017,0.9145,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 3,371913, 1,0.3017,0.9145,0.39076, 53778,19010, 72788,39134, 67016, 77259, 91264,0.3086,0.10910,0.4177,0.7391,0.5789,0.6505,0.5206,0.4851,0.4437,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 4,420251, 1,0.3017,0.9145,0.31991, 66394,27155, 93550,48093, 77951, 87970,100056,0.3264,0.13352,0.4600,0.7098,0.5799,0.6605,0.5455,0.5154,0.4832,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 5,433125, 1,0.3017,0.9145,0.07518, 65217,24681, 89898,39173, 69434, 79674, 94469,0.3341,0.12642,0.4605,0.7258,0.6249,0.6967,0.5643,0.5302,0.4876,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 6,485260, 1,0.3017,0.9145,0.30050, 64838,26013, 90851,43071, 81526, 94436,112151,0.3002,0.12045,0.4207,0.7138,0.6009,0.6785,0.5270,0.4903,0.4475,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 7,542085, 1,0.3017,0.9145,0.14376, 85578,26982,112560,52927, 88033, 99842,114927,0.3571,0.11258,0.4697,0.7604,0.6179,0.6802,0.5611,0.5300,0.4948,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 8,380279, 1,0.3017,0.9145,0.12091, 48601,22295, 70897,35492, 61935, 73286, 83630,0.2990,0.13715,0.4361,0.6855,0.5780,0.6664,0.5337,0.4917,0.4588,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277, 9,359885, 1,0.3017,0.9145,0.16456, 50297,14927, 65224,31218, 58140, 67311, 82045,0.3187,0.09459,0.4133,0.7712,0.6171,0.6764,0.5287,0.4921,0.4429,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277,10,411214, 1,0.3017,0.9145,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277,11,335643, 1,0.3017,0.9145,0.38796, 49481,17620, 67101,31767, 55622, 64901, 78093,0.3203,0.11404,0.4343,0.7374,0.6090,0.6787,0.5468,0.5083,0.4621,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5277,12,556890, 1,0.3017,0.9145,0.11245, 95331,31858,127189,52147, 91131,103927,121386,0.3640,0.12163,0.4856,0.7496,0.6464,0.7092,0.5826,0.5503,0.5117,12,12,12, 8,2,-0.274,-0.1374,-0.3927,-0.1605757,0.23819, 0.08333, 0.08333, 0.08333, 0.08333, 0.00000,1.702,1,2,2,0,2,TRUE
5288, 1,384145, 1,0.3017,0.9114,0.39679, 50302,19820, 70122,34136, 63897, 73554, 86642,0.3016,0.11885,0.4205,0.7174,0.5957,0.6726,0.5232,0.4881,0.4473,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 2,314499, 1,0.3017,0.9114,0.47493, 43028,17985, 61013,30265, 54978, 63588, 75174,0.2971,0.12420,0.4213,0.7054,0.5872,0.6686,0.5260,0.4897,0.4480,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 3,411214, 1,0.3017,0.9114,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 4,483993, 1,0.3017,0.9114,0.32943, 74241,25708, 99950,45817, 79241, 92172,110128,0.3326,0.11516,0.4477,0.7428,0.6184,0.6857,0.5578,0.5202,0.4758,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 5,397076, 1,0.3017,0.9114,0.21037, 68049,25674, 93723,40149, 64642, 73700, 84571,0.3634,0.13713,0.5006,0.7261,0.6290,0.7001,0.5918,0.5598,0.5257,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 6,517189, 1,0.3017,0.9114,0.23639, 75557,21104, 96661,49273, 88320,102141,123320,0.3213,0.08975,0.4111,0.7819,0.6054,0.6625,0.5225,0.4862,0.4394,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 7,373854, 1,0.3017,0.9114,0.19161, 49658,20385, 70043,36074, 63814, 73458, 87318,0.2971,0.12196,0.4191,0.7094,0.5794,0.6602,0.5233,0.4881,0.4451,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 8,393144, 1,0.3017,0.9114,0.34092, 65610,17233, 82842,40730, 66686, 75027, 91703,0.3576,0.09393,0.4516,0.7921,0.6170,0.6704,0.5540,0.5248,0.4746,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288, 9,479670, 1,0.3017,0.9114,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288,10,563015, 1,0.3017,0.9114,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288,11,357014, 1,0.3017,0.9114,0.05115, 61288,23405, 84693,34729, 61127, 68717, 78970,0.3581,0.13674,0.4948,0.7237,0.6384,0.7092,0.5808,0.5521,0.5175,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5288,12,515476, 1,0.3017,0.9114,0.09662, 71814,29478,101293,49652, 86735,101433,116969,0.3121,0.12810,0.4402,0.7090,0.5912,0.6711,0.5387,0.4997,0.4641,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 1,384145, 1,0.3017,0.9114,0.39679, 50302,19820, 70122,34136, 63897, 73554, 86642,0.3016,0.11885,0.4205,0.7174,0.5957,0.6726,0.5232,0.4881,0.4473,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 2,314499, 1,0.3017,0.9114,0.47493, 43028,17985, 61013,30265, 54978, 63588, 75174,0.2971,0.12420,0.4213,0.7054,0.5872,0.6686,0.5260,0.4897,0.4480,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 3,411214, 1,0.3017,0.9114,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 4,483993, 1,0.3017,0.9114,0.32943, 74241,25708, 99950,45817, 79241, 92172,110128,0.3326,0.11516,0.4477,0.7428,0.6184,0.6857,0.5578,0.5202,0.4758,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 5,397076, 1,0.3017,0.9114,0.21037, 68049,25674, 93723,40149, 64642, 73700, 84571,0.3634,0.13713,0.5006,0.7261,0.6290,0.7001,0.5918,0.5598,0.5257,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 6,517189, 1,0.3017,0.9114,0.23639, 75557,21104, 96661,49273, 88320,102141,123320,0.3213,0.08975,0.4111,0.7819,0.6054,0.6625,0.5225,0.4862,0.4394,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 7,373854, 1,0.3017,0.9114,0.19161, 49658,20385, 70043,36074, 63814, 73458, 87318,0.2971,0.12196,0.4191,0.7094,0.5794,0.6602,0.5233,0.4881,0.4451,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 8,393144, 1,0.3017,0.9114,0.34092, 65610,17233, 82842,40730, 66686, 75027, 91703,0.3576,0.09393,0.4516,0.7921,0.6170,0.6704,0.5540,0.5248,0.4746,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291, 9,479670, 1,0.3017,0.9114,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291,10,563015, 1,0.3017,0.9114,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291,11,357014, 1,0.3017,0.9114,0.05115, 61288,23405, 84693,34729, 61127, 68717, 78970,0.3581,0.13674,0.4948,0.7237,0.6384,0.7092,0.5808,0.5521,0.5175,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5291,12,515476, 1,0.3017,0.9114,0.09662, 71814,29478,101293,49652, 86735,101433,116969,0.3121,0.12810,0.4402,0.7090,0.5912,0.6711,0.5387,0.4997,0.4641,12,12,12, 7,3,-0.274,-0.1374,-0.3927,-0.0622615,0.19622, 0.00000, 0.16667,-0.08333,-0.08333, 0.08333,1.790,1,2,2,0,2,TRUE
5307, 1,563730, 1,0.3033,0.9245,0.42130, 72646,28734,101380,47045, 90079,104307,124858,0.3012,0.11912,0.4203,0.7169,0.6071,0.6832,0.5295,0.4929,0.4481,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 2,393144, 1,0.3033,0.9245,0.34092, 65610,17233, 82842,40730, 66686, 75027, 91703,0.3576,0.09393,0.4516,0.7921,0.6170,0.6704,0.5540,0.5248,0.4746,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 3,393445, 1,0.3033,0.9245,0.43032, 57833,20795, 78628,38458, 66777, 77491, 92667,0.3174,0.11412,0.4315,0.7355,0.6006,0.6715,0.5408,0.5036,0.4590,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 4,392680, 1,0.3033,0.9245,0.16408, 54409,16806, 71215,33860, 63204, 73193, 89054,0.3169,0.09788,0.4148,0.7641,0.6165,0.6778,0.5298,0.4932,0.4443,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 5,411214, 1,0.3033,0.9245,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 6,563015, 1,0.3033,0.9245,0.11798, 92010,29185,121195,46809, 81412, 92261,116957,0.3684,0.11685,0.4852,0.7592,0.6629,0.7214,0.5982,0.5678,0.5089,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 7,324959, 1,0.3033,0.9245,0.16564, 47092,18182, 65274,35453, 61451, 70296, 81803,0.3022,0.11669,0.4189,0.7216,0.5706,0.6481,0.5151,0.4815,0.4438,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 8,326652, 1,0.3033,0.9245,0.17873, 56016,22854, 78869,37452, 59011, 66593, 75680,0.3465,0.14138,0.4879,0.7103,0.5993,0.6781,0.5720,0.5422,0.5103,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307, 9,540895, 1,0.3033,0.9245,0.12854, 86261,27229,113491,51583, 85976, 97346,111912,0.3633,0.11468,0.4780,0.7602,0.6258,0.6875,0.5690,0.5383,0.5035,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307,10,477525, 1,0.3033,0.9245,0.14400, 67091,27280, 94371,41389, 71619, 85046, 97943,0.3311,0.13464,0.4658,0.7110,0.6185,0.6952,0.5685,0.5260,0.4907,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307,11,407702, 1,0.3033,0.9245,0.20581, 67406,20159, 87565,40817, 70435, 81206, 96246,0.3453,0.10328,0.4486,0.7700,0.6229,0.6822,0.5542,0.5188,0.4764,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5307,12,395328, 1,0.3033,0.9245,0.09232, 58440,24817, 83257,40630, 71612, 80874, 93511,0.3149,0.13371,0.4486,0.7020,0.5899,0.6721,0.5376,0.5073,0.4710,12,12,12, 9,3,-0.274,-0.1374,-0.3927,-0.2223680,0.17914, 0.00000, 0.08333,-0.08333,-0.08333, 0.08333,1.735,1,2,2,0,2,TRUE
5347, 1,567073, 1,0.3247,0.9306,0.42007, 73147,28887,102034,47391, 90679,105002,125681,0.3013,0.11898,0.4203,0.7172,0.6070,0.6830,0.5295,0.4928,0.4481,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
5347, 2,332178, 1,0.3247,0.9306,0.09323, 60858,16460, 77317,29503, 49126, 55928, 68461,0.3975,0.10749,0.5049,0.7872,0.6736,0.7239,0.6115,0.5803,0.5304,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
5347, 3,479670, 1,0.3247,0.9306,0.19718, 73257,23297, 96553,46593, 77409, 87587,100582,0.3525,0.11209,0.4646,0.7588,0.6113,0.6745,0.5550,0.5244,0.4898,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
5347, 4,411214, 1,0.3247,0.9306,0.10344, 63894,22523, 86417,43801, 69956, 78292, 87840,0.3498,0.12332,0.4731,0.7394,0.5933,0.6636,0.5526,0.5247,0.4959,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
5347, 5,341427, 1,0.3247,0.9306,0.41054, 49484,17538, 67022,36185, 61768, 71191, 84040,0.3085,0.10934,0.4179,0.7385,0.5777,0.6495,0.5204,0.4849,0.4436,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
5347, 6,420251, 1,0.3247,0.9306,0.31991, 66394,27155, 93550,48093, 77951, 87970,100056,0.3264,0.13352,0.4600,0.7098,0.5799,0.6605,0.5455,0.5154,0.4832,12,12,12, 9,4,-0.274,-0.1374,-0.3927,-0.1858232,0.17616, 0.08333, 0.16667, 0.16667,-0.08333,-0.08333,1.942,1,2,2,0,2,TRUE
